test_idx,test_true,test_pred,train_idx,train_true,train_pred,influence,rank,same_error
1651,cow,dog,6403,cow,sheep,0.0008679499151185155,27,False
1651,cow,dog,5766,cow,sheep,0.0008565057651139796,29,False
1651,cow,dog,6235,cow,elephant,0.0008559601265005767,30,False
1651,cow,dog,5954,cow,sheep,0.0008555639651603997,31,False
1651,cow,dog,6484,cow,sheep,0.0008540026610717177,32,False
1651,cow,dog,5745,cow,sheep,0.0008538053371012211,33,False
1651,cow,dog,6054,cow,sheep,0.0008526764577254653,34,False
1651,cow,dog,5697,cow,chicken,0.0008487509330734611,35,False
1651,cow,dog,5766,cow,sheep,0.0008465929422527552,36,False
1651,cow,dog,6403,cow,sheep,0.000840259192045778,38,False
1651,cow,dog,6235,cow,elephant,0.0008399192010983825,39,False
1651,cow,dog,6235,cow,elephant,0.0008396744960919023,40,False
1651,cow,dog,6235,cow,elephant,0.000839053129311651,41,False
1651,cow,dog,5766,cow,sheep,0.000837295432575047,42,False
1651,cow,dog,5766,cow,sheep,0.0008294444414786994,45,False
1651,cow,dog,5954,cow,sheep,0.0008202928001992404,47,False
1651,cow,dog,5766,cow,sheep,0.0008171484223566949,48,False
1651,cow,dog,6403,cow,sheep,0.000815483508631587,49,False
1651,cow,dog,6555,cow,horse,0.0008131928043439984,50,False
1651,cow,dog,6214,cow,elephant,0.0008127999026328325,51,False
1651,cow,dog,6214,cow,elephant,0.0008121266728267074,52,False
1651,cow,dog,5766,cow,sheep,0.0008114142692647874,53,False
1651,cow,dog,6054,cow,sheep,0.0008111307397484779,54,False
1651,cow,dog,6054,cow,sheep,0.0008092286880128086,55,False
1651,cow,dog,6054,cow,sheep,0.0008008498116396368,56,False
1651,cow,dog,6403,cow,sheep,0.000800779031123966,57,False
1651,cow,dog,6484,cow,sheep,0.0008000595262274146,58,False
1651,cow,dog,5766,cow,sheep,0.0007998323417268693,59,False
1651,cow,dog,5872,cow,horse,0.0007997790817171335,60,False
1651,cow,dog,6054,cow,sheep,0.0007994965417310596,61,False
1651,cow,dog,6555,cow,horse,0.000798853172454983,62,False
1651,cow,dog,6235,cow,elephant,0.0007982865208759904,63,False
1651,cow,dog,6555,cow,horse,0.0007963785319589078,65,False
1651,cow,dog,6555,cow,horse,0.0007955516339279711,66,False
1651,cow,dog,6403,cow,sheep,0.0007932566804811358,67,False
1651,cow,dog,6214,cow,elephant,0.0007932127336971462,68,False
1651,cow,dog,6235,cow,elephant,0.0007886018720455468,70,False
1651,cow,dog,6235,cow,elephant,0.0007882157806307077,71,False
1651,cow,dog,5872,cow,horse,0.0007859250763431191,72,False
1651,cow,dog,6671,cow,sheep,0.0007845925283618271,73,False
1651,cow,dog,6214,cow,elephant,0.000782865914516151,74,False
1651,cow,dog,6054,cow,sheep,0.0007787798531353474,76,False
1651,cow,dog,6484,cow,sheep,0.0007776527781970799,78,False
1651,cow,dog,6214,cow,elephant,0.0007773858960717916,79,False
1651,cow,dog,6054,cow,sheep,0.0007766055059619248,80,False
1651,cow,dog,6054,cow,sheep,0.0007755732513032854,81,False
1651,cow,dog,6214,cow,elephant,0.0007755610276944935,82,False
1651,cow,dog,6671,cow,sheep,0.0007747451891191304,83,False
1651,cow,dog,5792,cow,elephant,0.000774287385866046,84,False
1651,cow,dog,6214,cow,elephant,0.0007736716652289033,85,False
1651,cow,dog,6555,cow,horse,0.0007733532693237066,86,False
1651,cow,dog,5792,cow,elephant,0.0007714028470218182,89,False
1651,cow,dog,6214,cow,elephant,0.0007705624448135495,90,False
1651,cow,dog,6484,cow,sheep,0.0007691140635870397,91,False
1651,cow,dog,5954,cow,sheep,0.0007607826846651733,92,False
1651,cow,dog,6207,cow,sheep,0.0007592010661028326,93,False
1651,cow,dog,6671,cow,sheep,0.0007585784769617021,94,False
1651,cow,dog,5697,cow,chicken,0.0007562394021078944,95,False
1651,cow,dog,6484,cow,sheep,0.0007551200105808675,96,False
1651,cow,dog,6555,cow,horse,0.0007550002192147076,97,False
1651,cow,dog,6484,cow,sheep,0.0007540498045273125,98,False
1651,cow,dog,5872,cow,horse,0.0007521625375375152,99,False
1651,cow,dog,6484,cow,sheep,0.0007517677731812,100,False
1659,cow,sheep,5745,cow,sheep,0.0014546455349773169,1,True
1659,cow,sheep,5766,cow,sheep,0.0012761607067659497,3,True
1659,cow,sheep,5745,cow,sheep,0.0012748314766213298,4,True
1659,cow,sheep,6484,cow,sheep,0.0012176394229754806,7,True
1659,cow,sheep,5954,cow,sheep,0.0011689703678712249,9,True
1659,cow,sheep,6235,cow,elephant,0.0011560407001525164,10,False
1659,cow,sheep,5745,cow,sheep,0.0011397992493584752,13,True
1659,cow,sheep,5745,cow,sheep,0.0011219372972846031,15,True
1659,cow,sheep,5954,cow,sheep,0.0010873699793592095,17,True
1659,cow,sheep,6054,cow,sheep,0.0010873283026739955,18,True
1659,cow,sheep,6214,cow,elephant,0.0010733577655628324,20,False
1659,cow,sheep,5954,cow,sheep,0.0010655176592990756,21,True
1659,cow,sheep,5766,cow,sheep,0.0010641069384291768,22,True
1659,cow,sheep,5745,cow,sheep,0.0010465322993695736,23,True
1659,cow,sheep,5766,cow,sheep,0.0010003151837736368,25,True
1659,cow,sheep,6484,cow,sheep,0.0009980903705582023,26,True
1659,cow,sheep,5954,cow,sheep,0.000987079693004489,28,True
1659,cow,sheep,5954,cow,sheep,0.000983581063337624,29,True
1659,cow,sheep,6403,cow,sheep,0.0009619661141186953,30,True
1659,cow,sheep,6555,cow,horse,0.0009376831003464758,35,False
1659,cow,sheep,6214,cow,elephant,0.0009345202124677598,36,False
1659,cow,sheep,5745,cow,sheep,0.0009341374388895929,37,True
1659,cow,sheep,6555,cow,horse,0.0009271116578020155,39,False
1659,cow,sheep,5697,cow,chicken,0.0009257989004254341,40,False
1659,cow,sheep,6214,cow,elephant,0.0009256554767489433,41,False
1659,cow,sheep,6054,cow,sheep,0.000922582286875695,42,True
1659,cow,sheep,6555,cow,horse,0.0009218865889124572,43,False
1659,cow,sheep,6054,cow,sheep,0.0008963756845332682,48,True
1659,cow,sheep,6235,cow,elephant,0.0008953466895036399,49,False
1659,cow,sheep,6484,cow,sheep,0.0008890969329513609,51,True
1659,cow,sheep,6235,cow,elephant,0.0008735809242352843,53,False
1659,cow,sheep,5766,cow,sheep,0.0008708668174222112,54,True
1659,cow,sheep,6214,cow,elephant,0.0008682113257236779,55,False
1659,cow,sheep,5872,cow,horse,0.0008622392197139561,56,False
1659,cow,sheep,5745,cow,sheep,0.0008449646993540227,58,True
1659,cow,sheep,5766,cow,sheep,0.0008350094431079924,59,True
1659,cow,sheep,6671,cow,sheep,0.0008221201132982969,62,True
1659,cow,sheep,6054,cow,sheep,0.0008172984817065299,63,True
1659,cow,sheep,5792,cow,elephant,0.0008112350478768349,64,False
1659,cow,sheep,6484,cow,sheep,0.0008082896820269525,65,True
1659,cow,sheep,5792,cow,elephant,0.0008030710159800947,66,False
1659,cow,sheep,6403,cow,sheep,0.0008030222379602492,67,True
1659,cow,sheep,5847,cow,sheep,0.0008016006322577596,68,True
1659,cow,sheep,6235,cow,elephant,0.000800127221737057,69,False
1659,cow,sheep,6671,cow,sheep,0.0007870699628256261,74,True
1659,cow,sheep,5784,cow,elephant,0.0007830356480553746,77,False
1659,cow,sheep,6484,cow,sheep,0.0007828047964721918,78,True
1659,cow,sheep,5745,cow,sheep,0.0007815036806277931,79,True
1659,cow,sheep,6555,cow,horse,0.0007741359295323491,82,False
1659,cow,sheep,6054,cow,sheep,0.0007709952187724411,83,True
1659,cow,sheep,5784,cow,elephant,0.0007695950334891677,84,False
1659,cow,sheep,6214,cow,elephant,0.0007691416540183127,85,False
1659,cow,sheep,6207,cow,sheep,0.0007543463725596666,88,True
1659,cow,sheep,5847,cow,sheep,0.0007507025147788227,89,True
1659,cow,sheep,5697,cow,chicken,0.000748516118619591,90,False
1659,cow,sheep,5766,cow,sheep,0.0007476038299500942,91,True
1659,cow,sheep,5766,cow,sheep,0.00074580661021173,93,True
1659,cow,sheep,5784,cow,elephant,0.0007447273237630725,94,False
1659,cow,sheep,6403,cow,sheep,0.000739706214517355,95,True
1659,cow,sheep,5954,cow,sheep,0.0007374165579676628,97,True
1659,cow,sheep,5954,cow,sheep,0.000736864167265594,98,True
1677,cow,squirrel,5745,cow,sheep,0.0009633778245188296,5,False
1677,cow,squirrel,6235,cow,elephant,0.000941425678320229,6,False
1677,cow,squirrel,5745,cow,sheep,0.0009073711698874831,8,False
1677,cow,squirrel,6214,cow,elephant,0.0009068564395420253,9,False
1677,cow,squirrel,5745,cow,sheep,0.0009067552164196968,10,False
1677,cow,squirrel,6214,cow,elephant,0.0009047120111063123,11,False
1677,cow,squirrel,5745,cow,sheep,0.0009014024399220943,13,False
1677,cow,squirrel,6214,cow,elephant,0.0008960885461419821,14,False
1677,cow,squirrel,5745,cow,sheep,0.0008948090835474432,15,False
1677,cow,squirrel,5697,cow,chicken,0.0008935711230151355,16,False
1677,cow,squirrel,6214,cow,elephant,0.0008901108521968126,17,False
1677,cow,squirrel,6214,cow,elephant,0.0008886760333552957,18,False
1677,cow,squirrel,5766,cow,sheep,0.0008843892719596624,20,False
1677,cow,squirrel,6214,cow,elephant,0.0008833846659399569,21,False
1677,cow,squirrel,6235,cow,elephant,0.0008776822942309082,22,False
1677,cow,squirrel,6235,cow,elephant,0.0008742961217649281,23,False
1677,cow,squirrel,6214,cow,elephant,0.0008641707245260477,24,False
1677,cow,squirrel,6214,cow,elephant,0.0008636657730676234,25,False
1677,cow,squirrel,5766,cow,sheep,0.0008610428776592016,26,False
1677,cow,squirrel,5745,cow,sheep,0.0008606610936112702,27,False
1677,cow,squirrel,6555,cow,horse,0.0008541585993953049,28,False
1677,cow,squirrel,6235,cow,elephant,0.0008507195161655545,30,False
1677,cow,squirrel,6403,cow,sheep,0.0008489710744470358,31,False
1677,cow,squirrel,6555,cow,horse,0.000846662325784564,33,False
1677,cow,squirrel,6555,cow,horse,0.0008433263283222914,34,False
1677,cow,squirrel,5784,cow,elephant,0.0008420889498665929,36,False
1677,cow,squirrel,6555,cow,horse,0.0008403678075410426,37,False
1677,cow,squirrel,5745,cow,sheep,0.0008387044072151184,38,False
1677,cow,squirrel,6235,cow,elephant,0.0008380302460864186,39,False
1677,cow,squirrel,5784,cow,elephant,0.0008365515386685729,40,False
1677,cow,squirrel,6235,cow,elephant,0.0008350834250450134,41,False
1677,cow,squirrel,6235,cow,elephant,0.0008315061568282545,42,False
1677,cow,squirrel,5784,cow,elephant,0.0008278957684524357,43,False
1677,cow,squirrel,5745,cow,sheep,0.0008254561689682305,44,False
1677,cow,squirrel,6555,cow,horse,0.0008237824658863246,45,False
1677,cow,squirrel,5766,cow,sheep,0.0008198652067221701,46,False
1677,cow,squirrel,5784,cow,elephant,0.0008184852194972336,48,False
1677,cow,squirrel,5766,cow,sheep,0.0008153155795298517,49,False
1677,cow,squirrel,5697,cow,chicken,0.0008135744137689471,50,False
1677,cow,squirrel,6555,cow,horse,0.0008115826640278101,51,False
1677,cow,squirrel,5784,cow,elephant,0.0008103295112960041,52,False
1677,cow,squirrel,6054,cow,sheep,0.0008089410839602351,53,False
1677,cow,squirrel,5954,cow,sheep,0.0008064421126618981,54,False
1677,cow,squirrel,6235,cow,elephant,0.0008058703388087451,55,False
1677,cow,squirrel,6484,cow,sheep,0.0008039584499783814,57,False
1677,cow,squirrel,5697,cow,chicken,0.0008017267100512981,59,False
1677,cow,squirrel,5784,cow,elephant,0.0008004999253898859,60,False
1677,cow,squirrel,5697,cow,chicken,0.0007973346509970725,61,False
1677,cow,squirrel,5697,cow,chicken,0.0007968074060045183,62,False
1677,cow,squirrel,6403,cow,sheep,0.0007957867928780615,63,False
1677,cow,squirrel,5766,cow,sheep,0.0007930161082185805,64,False
1677,cow,squirrel,5766,cow,sheep,0.0007883832440711558,65,False
1677,cow,squirrel,5872,cow,horse,0.0007865499355830252,67,False
1677,cow,squirrel,6555,cow,horse,0.0007855623262003064,68,False
1677,cow,squirrel,6054,cow,sheep,0.0007792927208356559,69,False
1677,cow,squirrel,6054,cow,sheep,0.0007784173940308392,70,False
1677,cow,squirrel,5766,cow,sheep,0.0007782080210745335,71,False
1677,cow,squirrel,6403,cow,sheep,0.0007748050848022103,72,False
1677,cow,squirrel,5784,cow,elephant,0.000774534186348319,73,False
1677,cow,squirrel,5872,cow,horse,0.0007701194263063371,74,False
1677,cow,squirrel,6054,cow,sheep,0.0007696865941397846,75,False
1677,cow,squirrel,5766,cow,sheep,0.0007682222058065236,76,False
1677,cow,squirrel,6054,cow,sheep,0.000767938734497875,77,False
1677,cow,squirrel,6054,cow,sheep,0.0007671844214200974,78,False
1677,cow,squirrel,6403,cow,sheep,0.0007625998114235699,79,False
1677,cow,squirrel,6484,cow,sheep,0.0007582972757518291,81,False
1677,cow,squirrel,6054,cow,sheep,0.000756049994379282,82,False
1677,cow,squirrel,5954,cow,sheep,0.0007548213470727205,83,False
1677,cow,squirrel,5792,cow,elephant,0.0007540257065556943,84,False
1677,cow,squirrel,6484,cow,sheep,0.0007519396604038775,87,False
1677,cow,squirrel,6054,cow,sheep,0.0007516512996517122,88,False
1677,cow,squirrel,5872,cow,horse,0.0007503054803237319,89,False
1677,cow,squirrel,5954,cow,sheep,0.0007495128666050732,90,False
1677,cow,squirrel,5872,cow,horse,0.0007477235631085932,91,False
1677,cow,squirrel,5954,cow,sheep,0.0007424619980156422,92,False
1677,cow,squirrel,5697,cow,chicken,0.0007424560026265681,93,False
1677,cow,squirrel,6484,cow,sheep,0.0007392278057523072,94,False
1677,cow,squirrel,5792,cow,elephant,0.000738936010748148,95,False
1677,cow,squirrel,6403,cow,sheep,0.0007374497363343835,96,False
1677,cow,squirrel,5954,cow,sheep,0.0007269395282492042,97,False
1677,cow,squirrel,5954,cow,sheep,0.0007221439736895263,98,False
1677,cow,squirrel,6671,cow,sheep,0.0007201979751698673,99,False
1677,cow,squirrel,6671,cow,sheep,0.0007159192464314401,100,False
1713,cow,sheep,5745,cow,sheep,0.0019030356779694557,1,True
1713,cow,sheep,5954,cow,sheep,0.0018379985122010112,2,True
1713,cow,sheep,5745,cow,sheep,0.0017871404998004436,3,True
1713,cow,sheep,5745,cow,sheep,0.001786830835044384,4,True
1713,cow,sheep,5745,cow,sheep,0.0017782463692128658,5,True
1713,cow,sheep,5954,cow,sheep,0.0017780701164156199,6,True
1713,cow,sheep,5954,cow,sheep,0.001707414397969842,7,True
1713,cow,sheep,5745,cow,sheep,0.0016902056522667408,8,True
1713,cow,sheep,6484,cow,sheep,0.0016891851555556059,9,True
1713,cow,sheep,5954,cow,sheep,0.0016696819802746177,10,True
1713,cow,sheep,5954,cow,sheep,0.0016542318044230342,11,True
1713,cow,sheep,5954,cow,sheep,0.0016328170895576477,12,True
1713,cow,sheep,5745,cow,sheep,0.0016296807443723083,13,True
1713,cow,sheep,5745,cow,sheep,0.0015486805932596326,16,True
1713,cow,sheep,6054,cow,sheep,0.0015328205190598965,18,True
1713,cow,sheep,6484,cow,sheep,0.0015283101238310337,19,True
1713,cow,sheep,5745,cow,sheep,0.001517208176665008,20,True
1713,cow,sheep,6484,cow,sheep,0.0015107749495655298,21,True
1713,cow,sheep,5954,cow,sheep,0.001481604645960033,25,True
1713,cow,sheep,5766,cow,sheep,0.0014794799499213696,26,True
1713,cow,sheep,6484,cow,sheep,0.0014648542273789644,27,True
1713,cow,sheep,6054,cow,sheep,0.00145077018532902,28,True
1713,cow,sheep,6054,cow,sheep,0.001441696658730507,29,True
1713,cow,sheep,6054,cow,sheep,0.0014389056013897061,30,True
1713,cow,sheep,6484,cow,sheep,0.0014314266154542565,31,True
1713,cow,sheep,6484,cow,sheep,0.0014283156488090754,32,True
1713,cow,sheep,6054,cow,sheep,0.0014053588965907693,33,True
1713,cow,sheep,6054,cow,sheep,0.0014042176771908998,34,True
1713,cow,sheep,6054,cow,sheep,0.0014012525789439678,35,True
1713,cow,sheep,5847,cow,sheep,0.0013992335880175233,36,True
1713,cow,sheep,5954,cow,sheep,0.0013830929528921843,37,True
1713,cow,sheep,6671,cow,sheep,0.0013784186448901892,38,True
1713,cow,sheep,5766,cow,sheep,0.0013704600278288126,39,True
1713,cow,sheep,5766,cow,sheep,0.001365837175399065,41,True
1713,cow,sheep,6484,cow,sheep,0.0013490192359313369,43,True
1713,cow,sheep,6054,cow,sheep,0.0013474506558850408,44,True
1713,cow,sheep,6671,cow,sheep,0.001339767244644463,45,True
1713,cow,sheep,6671,cow,sheep,0.0013021323829889297,48,True
1713,cow,sheep,5766,cow,sheep,0.0012853607768192887,50,True
1713,cow,sheep,5847,cow,sheep,0.001283479854464531,51,True
1713,cow,sheep,5766,cow,sheep,0.001271297107450664,53,True
1713,cow,sheep,5766,cow,sheep,0.0012553114211186767,54,True
1713,cow,sheep,5766,cow,sheep,0.001225005486048758,57,True
1713,cow,sheep,6207,cow,sheep,0.0012146661756560206,58,True
1713,cow,sheep,6671,cow,sheep,0.001213002484291792,59,True
1713,cow,sheep,6403,cow,sheep,0.0012012667721137404,60,True
1713,cow,sheep,6403,cow,sheep,0.0012012084480375051,61,True
1713,cow,sheep,5766,cow,sheep,0.0011973350774496794,62,True
1713,cow,sheep,6403,cow,sheep,0.0011518725659698248,65,True
1713,cow,sheep,5847,cow,sheep,0.0011489320313557982,66,True
1713,cow,sheep,6484,cow,sheep,0.001145638758316636,67,True
1713,cow,sheep,6671,cow,sheep,0.0011333414586260915,70,True
1713,cow,sheep,6207,cow,sheep,0.0011289595859125257,71,True
1713,cow,sheep,5847,cow,sheep,0.0011169593781232834,74,True
1713,cow,sheep,6403,cow,sheep,0.0010974165052175522,75,True
1713,cow,sheep,6403,cow,sheep,0.0010933070443570614,76,True
1713,cow,sheep,5847,cow,sheep,0.0010791881941258907,77,True
1713,cow,sheep,6207,cow,sheep,0.0010730751091614366,79,True
1713,cow,sheep,5847,cow,sheep,0.0010489167179912329,82,True
1713,cow,sheep,6671,cow,sheep,0.0010455053998157382,83,True
1713,cow,sheep,6403,cow,sheep,0.0010428959503769875,84,True
1713,cow,sheep,6555,cow,horse,0.0009942202595993876,88,False
1713,cow,sheep,6207,cow,sheep,0.0009867389453575015,90,True
1713,cow,sheep,6555,cow,horse,0.0009789355099201202,93,False
1713,cow,sheep,6555,cow,horse,0.0009614271111786366,97,False
1713,cow,sheep,6555,cow,horse,0.0009444514289498329,98,False
1713,cow,sheep,6555,cow,horse,0.0009424802265129983,99,False
1713,cow,sheep,6403,cow,sheep,0.0009420998976565897,100,True
1812,dog,cat,9482,dog,cat,0.0015754976775497198,3,True
1812,dog,cat,9482,dog,cat,0.00156858388800174,4,True
1812,dog,cat,9482,dog,cat,0.001473508309572935,10,True
1812,dog,cat,9873,dog,squirrel,0.0014648023061454296,11,False
1812,dog,cat,9482,dog,cat,0.0013180484529584646,18,True
1812,dog,cat,8407,dog,cat,0.0012331991456449032,27,True
1812,dog,cat,9873,dog,squirrel,0.0011971311178058386,34,False
1812,dog,cat,8407,dog,cat,0.0011923813726752996,35,True
1812,dog,cat,7884,dog,cow,0.0011920633260160685,36,False
1812,dog,cat,9859,dog,cat,0.0011736637679859996,40,True
1812,dog,cat,8407,dog,cat,0.0011666294885799289,43,True
1812,dog,cat,7884,dog,cow,0.0011486619478091598,45,False
1812,dog,cat,9873,dog,squirrel,0.0010920981876552105,56,False
1812,dog,cat,9482,dog,cat,0.0010881366906687617,57,True
1812,dog,cat,7884,dog,cow,0.0010863461066037416,58,False
1812,dog,cat,8596,dog,sheep,0.0010846186196431518,59,False
1812,dog,cat,8596,dog,sheep,0.001081384951248765,61,False
1812,dog,cat,8596,dog,sheep,0.0010590445017442107,65,False
1812,dog,cat,7035,dog,sheep,0.00105521478690207,67,False
1812,dog,cat,9873,dog,squirrel,0.0010519357165321708,71,False
1812,dog,cat,8596,dog,sheep,0.0010451189009472728,73,False
1812,dog,cat,8596,dog,sheep,0.0010430484544485807,74,False
1812,dog,cat,9482,dog,cat,0.0010360502637922764,77,True
1812,dog,cat,7884,dog,cow,0.00103100819978863,82,False
1812,dog,cat,8407,dog,cat,0.0010220864787697792,85,True
1812,dog,cat,9873,dog,squirrel,0.0010201578261330724,86,False
1812,dog,cat,9433,dog,horse,0.0010193813359364867,89,False
1812,dog,cat,9433,dog,horse,0.0010157054057344794,90,False
1812,dog,cat,7884,dog,cow,0.0010138918878510594,91,False
1812,dog,cat,7035,dog,sheep,0.0010024247458204627,96,False
1812,dog,cat,9433,dog,horse,0.000997571274638176,98,False
1812,dog,cat,8596,dog,sheep,0.0009915234986692667,100,False
1863,dog,horse,9433,dog,horse,0.002246446907520294,1,True
1863,dog,horse,9433,dog,horse,0.002237290609627962,2,True
1863,dog,horse,9433,dog,horse,0.002197679365053773,4,True
1863,dog,horse,9433,dog,horse,0.0021969217341393232,5,True
1863,dog,horse,9186,dog,horse,0.002182815922424197,6,True
1863,dog,horse,9186,dog,horse,0.0021799190435558558,7,True
1863,dog,horse,9186,dog,horse,0.002166301943361759,8,True
1863,dog,horse,9433,dog,horse,0.0021428782492876053,9,True
1863,dog,horse,9186,dog,horse,0.0021378302481025457,10,True
1863,dog,horse,9186,dog,horse,0.0021351887844502926,11,True
1863,dog,horse,9433,dog,horse,0.002129840664565563,12,True
1863,dog,horse,9433,dog,horse,0.0021098458673805,15,True
1863,dog,horse,9186,dog,horse,0.002094800816848874,16,True
1863,dog,horse,9186,dog,horse,0.0020714786369353533,17,True
1863,dog,horse,9186,dog,horse,0.002025051973760128,18,True
1863,dog,horse,9433,dog,horse,0.001960609806701541,20,True
1863,dog,horse,7346,dog,horse,0.0016351018566638231,24,True
1863,dog,horse,7346,dog,horse,0.0016247687162831426,26,True
1863,dog,horse,7346,dog,horse,0.0015978878363966942,27,True
1863,dog,horse,7346,dog,horse,0.0015504792099818587,29,True
1863,dog,horse,7346,dog,horse,0.0015242788940668106,32,True
1863,dog,horse,10186,dog,cow,0.001468509784899652,34,False
1863,dog,horse,7346,dog,horse,0.001314865192398429,46,True
1863,dog,horse,9482,dog,cat,0.0013143479591235518,47,False
1863,dog,horse,7035,dog,sheep,0.0012943422188982368,50,False
1863,dog,horse,7346,dog,horse,0.0012811996275559068,52,True
1863,dog,horse,9482,dog,cat,0.0012761505786329508,53,False
1863,dog,horse,7884,dog,cow,0.0012357269879430532,56,False
1863,dog,horse,7884,dog,cow,0.0012184580555185676,59,False
1863,dog,horse,7884,dog,cow,0.0012083858018741012,60,False
1863,dog,horse,7035,dog,sheep,0.0012068351497873664,62,False
1863,dog,horse,8596,dog,sheep,0.0011887328000739217,64,False
1863,dog,horse,10186,dog,cow,0.0011877025244757533,66,False
1863,dog,horse,7346,dog,horse,0.0011837795609608293,67,True
1863,dog,horse,7035,dog,sheep,0.001174505683593452,71,False
1863,dog,horse,8596,dog,sheep,0.0011725553777068853,73,False
1863,dog,horse,8596,dog,sheep,0.0011721330229192972,75,False
1863,dog,horse,9482,dog,cat,0.0011683228658512235,76,False
1863,dog,horse,9482,dog,cat,0.0011601627338677645,77,False
1863,dog,horse,9482,dog,cat,0.0011568779591470957,78,False
1863,dog,horse,8596,dog,sheep,0.0011549077462404966,80,False
1863,dog,horse,7035,dog,sheep,0.0011427704012021422,83,False
1863,dog,horse,8596,dog,sheep,0.0011419722577556968,84,False
1863,dog,horse,7884,dog,cow,0.0011405757395550609,85,False
1863,dog,horse,7035,dog,sheep,0.0011346086394041777,86,False
1863,dog,horse,8596,dog,sheep,0.0011299140751361847,88,False
1863,dog,horse,10144,dog,sheep,0.0011126056779175997,93,False
1863,dog,horse,10186,dog,cow,0.0011109879706054926,94,False
1863,dog,horse,7035,dog,sheep,0.001107334392145276,96,False
1863,dog,horse,8596,dog,sheep,0.001106897252611816,97,False
1863,dog,horse,10186,dog,cow,0.0011032667243853211,98,False
1890,dog,sheep,10144,dog,sheep,0.00179018743801862,2,True
1890,dog,sheep,10144,dog,sheep,0.0016754152020439506,6,True
1890,dog,sheep,10144,dog,sheep,0.0016031070845201612,7,True
1890,dog,sheep,7035,dog,sheep,0.0015917567070573568,9,True
1890,dog,sheep,8596,dog,sheep,0.0015564251225441694,12,True
1890,dog,sheep,10144,dog,sheep,0.001538893673568964,15,True
1890,dog,sheep,10144,dog,sheep,0.0015344053972512484,16,True
1890,dog,sheep,8596,dog,sheep,0.0015084256883710623,17,True
1890,dog,sheep,7035,dog,sheep,0.0014910309109836817,19,True
1890,dog,sheep,10144,dog,sheep,0.0014883383410051465,20,True
1890,dog,sheep,10144,dog,sheep,0.0014548845356330276,23,True
1890,dog,sheep,8596,dog,sheep,0.0014389322604984045,25,True
1890,dog,sheep,7035,dog,sheep,0.0013989806175231934,28,True
1890,dog,sheep,7035,dog,sheep,0.001382094924338162,29,True
1890,dog,sheep,7035,dog,sheep,0.0013788044452667236,30,True
1890,dog,sheep,7035,dog,sheep,0.00136513018514961,31,True
1890,dog,sheep,8596,dog,sheep,0.0013550424482673407,32,True
1890,dog,sheep,8596,dog,sheep,0.0013524992391467094,33,True
1890,dog,sheep,7035,dog,sheep,0.0013079555938020349,37,True
1890,dog,sheep,10144,dog,sheep,0.0012338655069470406,40,True
1890,dog,sheep,8596,dog,sheep,0.0012157449964433908,41,True
1890,dog,sheep,9433,dog,horse,0.0012034112587571144,43,False
1890,dog,sheep,9433,dog,horse,0.0011979177361354232,44,False
1890,dog,sheep,9433,dog,horse,0.0011706696823239326,46,False
1890,dog,sheep,9482,dog,cat,0.0011598282726481557,48,False
1890,dog,sheep,7752,dog,chicken,0.0011524333385750651,49,False
1890,dog,sheep,9433,dog,horse,0.0011356316972523928,51,False
1890,dog,sheep,8596,dog,sheep,0.0011257380247116089,54,True
1890,dog,sheep,9433,dog,horse,0.0011121841380372643,57,False
1890,dog,sheep,9482,dog,cat,0.0011092545464634895,58,False
1890,dog,sheep,9433,dog,horse,0.0011039645178243518,59,False
1890,dog,sheep,9433,dog,horse,0.0010962440865114331,60,False
1890,dog,sheep,9482,dog,cat,0.0010802693432196975,64,False
1890,dog,sheep,7884,dog,cow,0.0010630813194438815,69,False
1890,dog,sheep,7884,dog,cow,0.0010466042440384626,71,False
1890,dog,sheep,7884,dog,cow,0.0010387733345851302,73,False
1890,dog,sheep,7035,dog,sheep,0.0010372783290222287,74,True
1890,dog,sheep,7884,dog,cow,0.0010259595001116395,75,False
1890,dog,sheep,7752,dog,chicken,0.001016175257973373,76,False
1890,dog,sheep,8596,dog,sheep,0.0009894792456179857,81,True
1890,dog,sheep,9186,dog,horse,0.0009855895768851042,82,False
1890,dog,sheep,9482,dog,cat,0.0009815413504838943,83,False
1890,dog,sheep,9482,dog,cat,0.0009762473055161536,84,False
1890,dog,sheep,9186,dog,horse,0.0009741914691403508,85,False
1890,dog,sheep,7752,dog,chicken,0.0009675750625319779,87,False
1890,dog,sheep,5954,cow,sheep,0.0009584869840182364,90,True
1890,dog,sheep,7752,dog,chicken,0.0009436492109671235,97,False
1890,dog,sheep,7346,dog,horse,0.0009430359932594001,98,False
1890,dog,sheep,9186,dog,horse,0.000942117185331881,100,False
1900,dog,cow,7884,dog,cow,0.0014000213705003262,1,True
1900,dog,cow,7884,dog,cow,0.0013396156718954444,2,True
1900,dog,cow,7884,dog,cow,0.0012960330350324512,3,True
1900,dog,cow,7884,dog,cow,0.0012323739938437939,4,True
1900,dog,cow,10186,dog,cow,0.0012125469511374831,5,True
1900,dog,cow,10186,dog,cow,0.0011684041237458587,6,True
1900,dog,cow,7884,dog,cow,0.0011681457981467247,7,True
1900,dog,cow,10186,dog,cow,0.0011242924956604838,8,True
1900,dog,cow,9839,dog,cow,0.0011173993116244674,9,True
1900,dog,cow,9186,dog,horse,0.001096363295800984,10,False
1900,dog,cow,9186,dog,horse,0.0010914822341874242,12,False
